City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,huilong,31.8111,121.655,14.16,70,12,10.0,CN,1743066567
364,eastham,41.8301,-69.9739,1.66,70,66,4.02,US,1743066569
365,bodo,67.28,14.405,5.75,86,75,16.46,NO,1743066570
366,buta,2.7858,24.73,34.59,36,75,1.87,CD,1743066571
367,tanabe,33.7333,135.3667,20.58,84,100,4.89,JP,1743066506
368,vila franca do campo,37.7167,-25.4333,12.94,76,86,4.47,PT,1743066574
369,yelizovo,53.1873,158.3805,0.81,98,100,3.34,RU,1743066575
370,carloforte,39.145,8.3058,14.44,76,10,9.67,IT,1743066576
371,fort polk south,31.0511,-93.2158,17.32,92,20,0.0,US,1743066577
372,songea,-10.6833,35.65,24.0,71,90,2.36,TZ,1743066578
373,praia da vitoria,38.7333,-27.0667,12.37,74,26,5.77,PT,1743066580
374,khor,47.8861,134.9464,-1.05,96,100,6.5,RU,1743066581
375,lorengau,-2.0226,147.2712,24.92,92,100,2.0,PG,1743066582
376,awjilah,29.1081,21.2869,23.33,44,3,8.79,LY,1743066583
377,'ain el hadjar,34.7585,0.1453,10.75,53,0,4.31,DZ,1743066584
378,douentza,14.9951,-2.9517,31.39,10,53,3.43,ML,1743066586
379,tsiroanomandidy,-18.7667,46.0333,28.55,56,26,1.62,MG,1743066587
380,manaure,11.7751,-72.4445,25.13,81,98,4.66,CO,1743066588
381,saudarkrokur,65.7461,-19.6394,-1.34,81,100,2.52,IS,1743066589
382,zheleznogorsk,52.331,35.3711,9.81,61,45,3.54,RU,1743066590
383,pacasmayo,-7.4006,-79.5714,22.25,81,99,1.18,PE,1743066591
384,junin de los andes,-39.9504,-71.0694,7.32,91,79,3.16,AR,1743066593
385,broken hill,-31.95,141.4333,20.18,71,97,5.91,AU,1743066594
386,torghay,49.6339,63.4981,7.27,29,100,7.35,KZ,1743066595
387,vorkuta,67.5,64.0,-0.43,92,100,4.4,RU,1743066596
388,sonoita,31.85,-112.8333,18.58,37,0,3.0,MX,1743066597
389,glubokoye,50.1456,82.3114,0.61,52,5,4.0,KZ,1743066598
390,astorga,-23.2325,-51.6656,20.31,80,5,5.31,BR,1743066600
391,jaru,-10.4389,-62.4664,22.23,97,100,0.73,BR,1743066601
392,alesund,62.4723,6.1549,6.43,75,75,10.29,NO,1743066602
393,malabo,3.75,8.7833,28.34,77,92,2.3,GQ,1743066603
394,keflavik,64.0049,-22.5624,4.6,90,100,2.06,IS,1743066604
395,amos,48.5669,-78.1162,-9.45,94,73,2.58,CA,1743066605
396,takum,7.2667,9.9833,32.18,50,100,1.4,NG,1743066607
397,naifaru,5.4444,73.3657,28.48,74,50,4.35,MV,1743066608
398,salinopolis,-0.6136,-47.3561,25.19,89,100,3.1,BR,1743066609
399,geraldton,-28.7667,114.6,31.2,42,80,7.72,AU,1743066610
400,villablino,42.9393,-6.3194,6.3,77,1,0.6,ES,1743066611
401,katsuren-haebaru,26.3369,127.8719,23.7,91,20,7.72,JP,1743066613
402,forster,-32.1667,152.5167,22.17,72,100,4.44,AU,1743066614
403,kamen'-na-obi,53.7884,81.3423,-0.25,78,14,3.98,RU,1743066615
404,lerwick,60.1545,-1.1494,7.93,83,100,9.63,GB,1743066616
405,madang,-5.2246,145.7966,25.92,88,100,1.26,PG,1743066617
406,happy valley-goose bay,53.3168,-60.3315,-18.85,99,73,1.14,CA,1743066618
407,zagora,30.3484,-5.8365,17.25,19,1,1.7,MA,1743066620
408,sumenep,-7.0167,113.8667,28.88,80,100,4.51,ID,1743066621
409,mamuju,-2.6748,118.8885,28.96,78,94,1.29,ID,1743066622
410,el fasher,13.6279,25.3494,33.55,8,10,3.03,SD,1743066623
411,pangkalanbuun,-2.6833,111.6167,31.65,61,51,3.67,ID,1743066624
412,port augusta,-32.5,137.7667,26.13,47,100,3.83,AU,1743066625
413,sidi ifni,29.3797,-10.173,21.11,38,37,2.09,MA,1743066627
414,umm kaddadah,13.6017,26.6876,34.89,9,25,4.6,SD,1743066628
415,aurillac,44.9167,2.45,7.21,75,75,1.54,FR,1743066629
416,newman,37.3138,-121.0208,11.75,83,100,1.79,US,1743066630
417,pandan,14.0453,124.1694,28.2,75,81,4.73,PH,1743066631
418,hanceville,34.0607,-86.7675,9.11,79,100,1.17,US,1743066632
419,murzuq,25.9155,13.9184,20.58,49,44,8.56,LY,1743066634
420,beaufort-en-vallee,47.4397,-0.2189,9.54,80,0,3.6,FR,1743066635
421,urangan,-25.3,152.9,23.78,87,100,7.58,AU,1743066636
422,popondetta,-8.7537,148.2534,23.89,97,67,0.92,PG,1743066637
423,fisterra,42.9049,-9.2629,10.35,76,89,1.09,ES,1743066638
424,salinas de hidalgo,22.6333,-101.7167,13.49,82,95,2.06,MX,1743066640
425,hobyo,5.3505,48.5268,30.61,57,10,8.67,SO,1743066641
426,namibe,-15.1961,12.1522,24.6,76,55,2.13,AO,1743066642
427,cameron,26.117,-97.5169,21.65,87,100,7.2,US,1743066643
428,i-n-salah,27.1935,2.4607,20.17,21,0,7.84,DZ,1743066644
429,mbulu,-3.85,35.5333,23.45,56,43,4.22,TZ,1743066645
430,kalix,65.853,23.1565,2.2,96,100,6.79,SE,1743066647
431,tshikapa,-6.4167,20.8,24.07,87,100,0.37,CD,1743066648
432,mandiana,10.6333,-8.6833,30.76,46,100,1.7,GN,1743066649
433,norilsk,69.3535,88.2027,-7.72,91,100,4.9,RU,1743066650
434,salalah,17.0151,54.0924,31.91,14,64,5.51,OM,1743066651
435,touros,-5.1989,-35.4608,24.97,93,96,3.32,BR,1743066652
436,sao joao da barra,-21.6403,-41.0511,23.42,88,100,3.0,BR,1743066654
437,cobija,-11.0267,-68.7692,22.35,99,100,1.09,BO,1743066655
438,remire-montjoly,4.9167,-52.2667,25.34,84,75,6.69,GF,1743066656
439,fushun,41.8558,123.9233,6.49,27,100,6.66,CN,1743066657
440,muromtsevo,56.3724,75.2418,3.98,88,69,3.36,RU,1743066658
441,nuku'alofa,-21.1333,-175.2,26.19,94,75,0.51,TO,1743066660
442,hadibu,12.65,54.0333,28.59,42,3,4.95,YE,1743066661
443,barrouallie,13.2333,-61.2667,23.45,77,99,7.47,VC,1743066662
444,ajuchitlan del progreso,18.1519,-100.4835,24.92,42,0,0.88,MX,1743066663
445,acarau,-2.8856,-40.12,24.36,90,48,3.96,BR,1743066664
446,port isabel,26.0734,-97.2086,21.98,87,100,7.2,US,1743066665
447,laojunmiao,39.8333,97.7333,-5.61,37,63,4.09,CN,1743066667
448,coahuayana de hidalgo,18.7,-103.6583,19.84,43,0,1.83,MX,1743066668
449,mgandu,-5.95,34.1333,23.42,68,99,2.76,TZ,1743066669
450,phek,25.6667,94.5,29.13,20,1,1.97,IN,1743066670
451,guanica,17.9716,-66.908,20.94,88,36,1.96,PR,1743066671
452,saldanha,-33.0117,17.9442,20.94,60,0,3.68,ZA,1743066672
453,port douglas,-16.4833,145.4667,26.88,87,100,1.35,AU,1743066674
454,sibi,29.5448,67.8764,28.5,4,0,9.23,PK,1743066675
455,santa terezinha,-29.9002,-50.0904,22.19,88,6,6.55,BR,1743066676
456,la gi,10.6667,107.7833,29.17,62,35,4.62,VN,1743066677
457,pitiquito,30.7,-112.0833,20.39,28,0,2.54,MX,1743066680
458,guymon,36.6828,-101.4816,13.87,42,0,7.2,US,1743066681
459,galle,6.0367,80.217,28.84,72,75,5.21,LK,1743066417
460,fort st. john,56.2499,-120.8529,-3.06,86,100,6.69,CA,1743066683
461,shatrovo,56.5167,64.6333,5.83,72,26,3.56,RU,1743066684
462,aistala,23.18,88.58,38.77,8,0,4.82,IN,1743066685
463,paracuru,-3.41,-39.0306,24.38,90,11,2.57,BR,1743066687
464,castelnaudary,43.3183,1.9545,12.17,83,99,0.89,FR,1743066688
465,nagqu,31.5,92.0,10.79,6,22,11.98,CN,1743066689
466,taltal,-25.4,-70.4833,17.97,84,73,0.86,CL,1743066690
467,auvelais,50.447,4.6355,8.78,74,0,1.03,BE,1743066691
468,san felipe,10.3399,-68.7425,22.38,84,100,1.89,VE,1743066692
469,peterhead,57.5058,-1.7981,10.94,85,100,3.14,GB,1743066694
470,veraval,20.9,70.3667,27.89,62,45,8.71,IN,1743066695
471,meadow lake,34.8014,-106.5436,12.22,37,100,3.89,US,1743066696
472,baijiantan,45.6333,85.1833,5.66,18,0,6.15,CN,1743066697
473,tete,-16.1564,33.5867,28.73,61,42,2.72,MZ,1743066698
474,prado,-17.3411,-39.2208,23.54,92,58,1.76,BR,1743066699
475,nelson bay,-32.7167,152.15,22.59,81,100,2.24,AU,1743066701
476,reggane,26.7158,0.1714,20.85,19,0,7.08,DZ,1743066702
477,sorong,-0.8833,131.25,29.13,75,100,3.12,ID,1743066703
478,hadithah,34.1397,42.3781,24.76,32,62,0.39,IQ,1743066704
479,son la,21.3167,103.9,35.57,12,8,3.3,VN,1743066705
480,barre,44.197,-72.5021,-3.17,88,100,1.54,US,1743066707
481,mariehamn,60.0973,19.9348,7.27,81,0,9.77,AX,1743066708
482,yetkul',54.8221,61.588,8.98,39,42,4.78,RU,1743066652
483,kayangel,8.0823,134.7173,28.79,76,100,6.9,PW,1743066710
484,pesqueira,-8.3578,-36.6964,19.14,88,55,2.09,BR,1743066711
485,george town,5.4112,100.3354,32.11,69,20,2.68,MY,1743066712
486,ar rass,25.8694,43.4973,26.16,13,0,2.11,SA,1743066714
487,kavieng,-2.5744,150.7967,28.24,75,100,5.01,PG,1743066715
488,puntarenas,9.9763,-84.8384,26.5,63,100,1.8,CR,1743066716
489,bamako,12.65,-8.0,30.23,16,0,3.09,ML,1743066717
490,puerto deseado,-47.7503,-65.8938,13.79,76,100,11.47,AR,1743066718
491,shirgaon,19.7,72.7,28.27,55,2,5.51,IN,1743066719
492,bikenibeu village,1.3673,173.1241,27.04,86,32,4.92,KI,1743066721
493,rokiskis,55.9667,25.5833,6.46,64,63,2.34,LT,1743066722
494,biloela,-24.4167,150.5,22.54,86,100,4.89,AU,1743066723
495,turpan,42.9333,89.1667,9.65,8,0,0.73,CN,1743066724
496,lerma,42.0261,-3.7598,6.48,83,8,3.43,ES,1743066727
497,biryusinsk,55.9634,97.8235,-2.39,50,100,5.14,RU,1743066728
498,grosseto,42.8333,11.25,12.98,72,100,7.45,IT,1743066729
499,kuraymah,18.55,31.85,34.3,19,0,5.66,SD,1743066730
500,cam pha mines,21.0167,107.3,23.38,84,85,2.46,VN,1743066731
501,portland,45.5234,-122.6762,10.34,92,100,2.68,US,1743066049
502,al qusiyah,27.4402,30.8184,34.74,7,55,5.82,EG,1743066734
503,sault ste. marie,46.5168,-84.3333,-6.82,98,100,2.06,CA,1743066735
504,at-bashi,41.1702,75.8106,5.34,41,100,5.63,KG,1743066736
505,plettenberg bay,-34.0527,23.3716,19.75,66,97,3.77,ZA,1743066737
506,okha,53.5739,142.9478,-10.41,89,100,1.83,RU,1743066738
507,morbegno,46.1383,9.57,10.33,54,37,1.64,IT,1743066739
508,papao,-17.75,-149.55,25.82,70,76,1.25,PF,1743066741
509,krasnyy chikoy,50.3643,108.7512,-8.45,54,100,7.77,RU,1743066742
510,kotma,23.2,81.9667,38.38,7,0,7.29,IN,1743066743
511,piacabucu,-10.4056,-36.4344,24.71,79,17,1.91,BR,1743066744
512,tahoua,14.8888,5.2692,34.74,8,100,4.07,NE,1743066745
513,labis,2.385,103.021,30.04,76,48,1.4,MY,1743066747
514,ghat,24.9647,10.1728,18.18,45,0,7.45,LY,1743066748
515,byala slatina,43.4667,23.9333,14.58,83,100,2.25,BG,1743066749
516,nganjuk,-7.6051,111.9035,30.01,82,90,3.55,ID,1743066750
517,kindia,10.0569,-12.8658,26.73,52,60,0.78,GN,1743066751
518,rikaze,29.25,88.8833,18.77,5,0,4.87,CN,1743066752
519,prince rupert,54.3161,-130.3201,6.57,78,35,3.68,CA,1743066754
520,sierra vista,31.5545,-110.3037,14.3,27,0,4.63,US,1743066755
521,nadi,-17.8,177.4167,25.47,92,40,3.6,FJ,1743066756
522,talakan,50.3167,130.3667,-5.37,76,98,5.16,RU,1743066757
523,crucecita,-28.95,-58.9833,21.87,96,74,1.0,AR,1743066758
524,tralee,52.2704,-9.7026,11.84,95,20,6.17,IE,1743066759
525,iskushuban,10.2837,50.23,32.83,30,16,7.22,SO,1743066761
526,cide,41.8921,33.0044,20.08,54,93,1.85,TR,1743066762
527,robore,-18.3333,-59.75,21.85,96,100,1.38,BO,1743066763
528,shalqar,47.8333,59.6,6.02,37,99,6.14,KZ,1743066764
529,beeville,28.4008,-97.7483,18.61,94,100,6.17,US,1743066765
530,pitimbu,-7.4706,-34.8086,25.29,89,100,2.95,BR,1743066767
531,gadzhiyevo,69.2551,33.3362,1.09,93,100,9.24,RU,1743066769
532,broome,42.2506,-75.833,-5.5,89,0,4.12,US,1743066770
533,korla,41.7597,86.1469,5.62,19,52,8.54,CN,1743066771
534,rio grande,-32.035,-52.0986,22.75,83,100,6.19,BR,1743066773
535,les cayes,18.2,-73.75,23.26,79,16,2.1,HT,1743066774
536,kulachi,31.9286,70.4592,27.86,6,0,11.99,PK,1743066775
537,mccook,40.2019,-100.6257,11.72,74,0,6.69,US,1743066776
538,arno,60.1167,18.6333,6.86,73,99,7.03,SE,1743066777
539,karapinar,37.716,33.5506,20.25,33,25,1.87,TR,1743066778
540,itamarandiba,-17.8572,-42.8589,18.6,99,100,1.2,BR,1743066779
541,hailey,43.5196,-114.3153,4.83,70,0,4.12,US,1743066781
542,kargat,55.1956,80.2811,0.32,99,53,4.41,RU,1743066782
543,canutama,-6.5339,-64.3831,22.73,99,100,1.43,BR,1743066783
544,gobabis,-22.45,18.9667,27.43,38,18,4.1,,1743066784
545,malango,-2.9627,119.9001,24.62,93,100,0.69,ID,1743066785
546,coquimbo,-29.9533,-71.3436,16.06,87,100,3.09,CL,1743066787
547,dalandzadgad,43.5708,104.425,-5.09,18,91,9.45,MN,1743066788
548,lesogorsk,56.0458,99.5136,-2.87,50,100,4.87,RU,1743066789
549,tromso,69.6496,18.957,-0.52,93,100,1.54,NO,1743066790
550,bereznik,62.8551,42.7072,1.69,96,98,2.0,RU,1743066792
551,wenling,28.3669,121.36,19.61,77,43,2.73,CN,1743066793
552,tara,56.8944,74.371,4.65,87,85,3.38,RU,1743066794
553,ialibu,-6.2821,143.9935,15.23,99,100,1.32,PG,1743066796
554,kimbe,-5.5502,150.1429,24.67,97,100,1.3,PG,1743066798
555,coos bay,43.3665,-124.2179,9.46,83,74,8.35,US,1743066799
556,tirmiz,37.2242,67.2783,11.66,49,75,8.23,UZ,1743066800
557,jiazi,22.8779,116.067,26.07,72,26,6.91,CN,1743066801
558,lasem,-6.6922,111.4527,28.21,83,100,4.77,ID,1743066802
559,jerantut,3.936,102.3626,29.54,81,41,0.75,MY,1743066803
560,homer,59.6425,-151.5483,4.47,81,100,0.0,US,1743066805
561,ciudad lazaro cardenas,17.9583,-102.2,21.0,72,0,2.14,MX,1743066806
562,yeraliyev,43.2,51.65,10.08,62,100,4.02,KZ,1743066807
563,parry sound,45.3501,-80.033,-5.95,96,19,0.95,CA,1743066808
564,rongelap,11.1635,166.8941,26.81,75,44,5.85,MH,1743066809
565,dwarka,22.2394,68.9678,27.4,45,26,6.88,IN,1743066810
566,aldan,58.6031,125.3894,-13.08,88,100,2.2,RU,1743066812
567,port said,31.2565,32.2841,21.02,65,15,2.96,EG,1743066813
568,carnot,4.9409,15.8665,35.1,34,9,2.34,CF,1743066814
569,markha,62.1053,129.7269,-11.02,48,0,5.0,RU,1743066815
570,balqash,46.8481,74.995,7.54,29,0,13.0,KZ,1743066816
571,imperatriz,-5.5264,-47.4917,24.96,99,35,1.21,BR,1743066817
572,mahayag,8.1183,123.4455,27.64,89,92,1.48,PH,1743066819
573,palikir - national government center,6.9248,158.1611,27.74,83,100,4.12,FM,1743066820
574,coronel dorrego,-38.7187,-61.2873,14.85,90,18,7.51,AR,1743066821
575,sao vicente,-23.9631,-46.3919,24.82,90,16,0.4,BR,1743066822
576,xai-xai,-25.0519,33.6442,29.4,54,13,2.5,MZ,1743066823
577,santa maria da vitoria,-13.3947,-44.1886,20.03,97,98,0.97,BR,1743066825
578,baringo,0.4667,35.9667,30.45,35,90,2.17,KE,1743066826
579,madison,34.7334,-86.5667,9.38,65,51,0.89,US,1743066827
580,borogontsy,62.6683,131.1683,-13.03,89,100,2.78,RU,1743066828
581,tot'ma,59.9747,42.7642,1.8,99,100,2.36,RU,1743066829
582,luwuk,-0.9516,122.7875,26.69,88,84,0.9,ID,1743066830
583,sumbawa besar,-8.5,117.4333,26.94,96,100,0.97,ID,1743066832
